"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"Document 6, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 602935. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1300","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1340","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 18:42:43",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 5, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP-ADMINISTRACAO (L375) through port EP0BA1D5:L375 SERIES.  Size in bytes: 571226. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1295","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","968","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 18:42:16",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 4, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1465. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1290","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4280","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 18:23:20",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 3, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1054. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1285","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5288","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 18:20:52",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 2, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1054. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1281","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5288","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 18:20:51",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 1, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1556. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1275","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1624","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 18:16:56",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 255, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1074. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1270","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3504","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 18:03:17",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 254, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1210. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1265","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4144","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 18:02:05",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 253, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1210. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1260","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1016","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 18:01:24",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 252, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1589. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1255","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","6140","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:50:57",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 251, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 2139. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1250","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","2964","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:44:12",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 250, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1803. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1245","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5488","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:42:30",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 249, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1803. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1240","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4332","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:40:07",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 248, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1413. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1235","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5652","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 17:27:24",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 247, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1600. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1230","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5496","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 17:25:06",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 246, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1949. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1225","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3804","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 17:15:32",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 245, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1178. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1220","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5260","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 17:12:29",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 244, Print Document owned by pamylla.oliveira on PC0402 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1178. Pages printed: 2. No user action is required.","307","0",,"4","26","11","4611686018427390016","1216","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5260","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1135","02/08/2024 17:12:29",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 243, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1154. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1210","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","1212","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:03:53",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 242, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1154. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1205","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","5004","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:02:29",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 241, Print Document owned by sabrina.smoginski on PC0201 was printed on IMP-ADMINISTRACAO through port 192.168.0.252.  Size in bytes: 644620. Pages printed: 3. No user action is required.","307","0",,"4","26","11","4611686018427390016","1200","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","6000","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1125","02/08/2024 17:02:14",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 240, Print Document owned by sabrina.smoginski on PC0201 was printed on IMP-ADMINISTRACAO through port 192.168.0.252.  Size in bytes: 413406. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1195","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","4984","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1125","02/08/2024 17:01:59",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 239, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1159. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1190","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","976","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:01:53",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 238, Print Document owned by estagiarios.cabana on PC0403 was printed on IMP FISCAL-RECEPCAO through port 192.168.0.243.  Size in bytes: 1159. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1185","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3940","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1123","02/08/2024 17:01:40",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 237, Print Document owned by sabrina.smoginski on PC0201 was printed on IMP-ADMINISTRACAO through port 192.168.0.252.  Size in bytes: 74246. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1180","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","88","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1125","02/08/2024 17:01:24",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Document 236, Print Document owned by sabrina.smoginski on PC0201 was printed on IMP-ADMINISTRACAO through port 192.168.0.252.  Size in bytes: 74741. Pages printed: 1. No user action is required.","307","0",,"4","26","11","4611686018427390016","1175","Microsoft-Windows-PrintService","747ef6fd-e535-4d16-b510-42c90f6873a1","Microsoft-Windows-PrintService/Operational","2204","3196","PC0103.cabana.intra","S-1-5-21-1522681548-320186610-577835610-1125","02/08/2024 17:01:12",,,"Microsoft-Windows-PrintService/Operational","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Information","Spooler Operation Succeeded","Printing a document","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
